Số báo danh; Toán; Văn; Lí; Hoá; Ngoại ngữ; Sử; Địa; Sinh; GDCD;
01000961;3;7.75;;;;7.25;7.75;;;;25.75
01000962;5;8.5;;;;8.75;8.5;;;;30.75
01000963;1.55;7.25;;;;6.75;8.25;;;;23.8
01000964;4;8.5;;;;6.7;6.5;;;;25.7
01000965;3.85;6;;;;;5;;;4.95;19.8
01000966;6.25;8.25;;;;7.25;8.25;;;;30
01000967;6.75;8.75;;;8.5;;;;;;33.5
01000968;4.75;8.5;;;;7.25;8;;;;28.5
01000969;4.5;8.25;;;6.75;;;;;;27.25
01000970;6.6;9;;;8.25;;;;;;31.6
01000971;3.1;5.75;;;;4;3;;;;15.85
01000972;6.25;8.75;;;6.25;;;;;;29.25
01000973;2.5;5.25;;;6.5;;;;;;14.25
01000974;7;9;;;7.75;;;;;;33
01000975;6.5;9.5;;;5.75;;;;;;30.75
01000976;6;8.5;;;8.75;;;;;;31
01000977;3.35;7.75;;;;6;4.25;;;;21.35
01000978;4.6;8.5;;;6;;;;;;27.1
01000979;5.75;9.5;;;6.25;;;;;;31.5
01000980;4.7;9.25;;;6.5;;;;;;28.95
01000981;5;9;;;7.75;;;;;;31.25
01000982;7.25;8.5;;;7.75;;;;;;33
01000983;7.5;9;;;8.25;;;;;;33.25
01000984;5.1;8.5;;;;8.25;6.95;;;;28.8
01000986;2.25;6.5;;;;3.25;4.5;;;;16.5
01000987;5;8.5;;;6.75;;;;;;28.5
01000988;4.25;9;;;;8.5;9.5;;;;31.25
01000989;3.7;7;;;;5.25;4.85;;;;20.8
01000990;2.85;8;;;6.25;;;;;;25.35
01000991;7.75;8.5;;;6.25;;;;;;31.25
01000992;7;9;;;8;;;;;;33.25
01000993;3.75;8.75;;;3.5;;;;;;23.75
01000994;7;;;8.25;;;;8.5;;;23.75
01000995;6.25;8.5;;;6;;;;;;29.5
01000996;5;7.75;;;8.5;;;;;;30.25
01000997;7;9.25;;;5.25;;;;;;30.5
01000998;3.6;8.5;;;;6;6.5;;;;24.6
01000999;4.6;8.25;;;;8.75;8.25;;;;29.85
01001000;6.25;8.25;;;8;;;;;;30
01001001;3;6.5;;;;4.6;6.35;;;;20.45
01001002;6;9.5;;;7;;;;;;29.5
01001003;6;9;;;7.75;;;;;;31
01001004;5.25;9.25;;;;8.5;9;;;;32
01001005;5.25;8.25;;;8;;;;;;30.5
01001006;4.35;8;;;3.5;;;;;;23.6
01001007;5.1;9.25;;;;7.5;9.25;;;;31.1
01001008;6.25;8.75;;;5.25;;;;;;27.25
01001009;1.95;8.5;;;;6.75;8;;;;25.2
01001010;8.5;9.25;;;5.5;;;;;;31.25
01001011;6.1;9;;;8.25;;;;;;32.1
01001012;3.35;5.5;;;5;;;;;;22.6
01001013;4;7.75;;;4.75;;;;;;23.85
01001014;4.5;7.75;;;3.75;;;;;;25
01001015;4.1;5.75;;;6.75;;;;;;26.1
01001016;7.25;8.5;;;6.5;;;;;;31
01001017;4.1;9;;;;7.85;7.85;;;;28.8
01001018;5.1;8;;;6.5;;;;;;27.85
01001019;4.5;6.75;;;5;;;;;;24
01001020;6;8.5;;;;9.75;10;;;;34.25
01001021;4.75;8.25;;;3;;;;;;24.5
01001022;2.6;8;;;;7;6.85;;;;24.45
01001023;5.75;9;;;6;;;;;;29.5
01001024;4.5;9.25;;;6.25;;;;;;29.25
01001025;4.25;8;;;6;;;;;;25.25
01001026;6.85;8.5;;;7;;;;;;30.35
01001027;6.75;9;;;5.25;;;;;;29.5
01001028;6.5;9;;;5;;;;;;28
01001029;6.5;9.25;;;7.75;;;;;;32
01001030;5.75;7.5;;;7;;;;;;26.75
01001031;5.6;9;;;7;;;;;;31.1
01001032;4.25;6.75;;;5.25;;;;;;25.75
01001033;5;7.5;;;4.75;;;;;;25.75
01001034;3.6;8.75;;;5;;;;;;25.35
01001035;4.25;7;4.75;;3.25;;;;;;19.25
01001036;6.75;7.25;;;4.25;;;;;;26
01001037;4.5;7.75;;;;8.75;7.75;;;;28.75
01001038;6.1;9;;;6.75;;;;;;31.6
01001039;6.25;8.75;;;4.5;;;;;;28.5
01001040;8;8.25;;;8.25;;;;;;32.5
01001041;5.5;8.5;;;;8.25;7.85;;;;30.1
01001042;5.5;7.5;;;;6.85;6.25;;;;26.1
01001043;4;7.25;;;;8.25;7.75;;;;27.25
01001044;3.75;8.25;;;;5.5;5.7;;;;23.2
01001045;5.25;7.75;;;5.5;;;;;;26.75
01001046;5;8.5;;;;9.5;9.5;;;;32.5
01001047;4.5;6.25;;;;8.75;7.25;;;;26.75
01001048;;4;;;;5;5.75;;;;14.75
01001049;2.75;7.5;;;;9.75;8.75;;;;28.75
01001050;4.25;4.75;;;3.75;;;;;;18.25
01001051;9;8;;;8;;;;;;33.5
01001052;3;7.5;;;;8.25;7.5;;;;26.25
01001053;4.75;6.25;;;5;;;;;;23.5
01001054;5.85;;8;;7;;;;;;20.85
01001055;2.7;4;;;;5;3.5;;;;15.2
01001056;2.6;8;;;;8.25;6.25;;;;25.1
01001057;6;8.25;;;6.25;;;;;;27.1
01001058;7;8.75;;;8.75;;;;;;34
01001059;7.25;8.5;;;;10;10;;;;35.75
01001060;5.25;;5.75;5.5;;;;;;;16.5
01001061;9;6.75;;;;;;8;;;23.75
01001062;5.85;8.75;;;6.25;;;;;;30.35
01001063;4.75;9;;;6.5;;;;;;29.75
01001064;5.75;8.75;;;5.5;;;;;;20
01001065;7;9;;;6;;;;;;30
01001066;5.35;9;;;7.5;;;;;;31.35
01001067;4.5;8.75;;;4.75;;;;;;25.25
01001068;6.1;9.25;;;7.75;;;;;;31.1
01001069;6.1;8.25;;;5.75;;;;;;27.6
01001070;5.25;8.75;;;;8.5;9.5;;;;32
01001071;6.75;8.5;;;6.25;;;;;;31
01001072;3.35;7;;;;8.25;5.1;;;;23.7
01001073;5;8;;;5.75;;;;;;26.25
01001074;6.25;5.25;;7.25;;;;6.75;;;25.5
01001075;2.6;7.75;;;5.25;;;;;;22.85
01001076;6.5;8;;;6.25;;;;;;29
01001077;7.75;8.5;;;7.5;;;;;;33.25
01001078;5.5;8;;;6.75;;;;;;29
01001079;4.75;8.75;;;4.5;;;;;;26
01001080;5.5;9.25;;;6.75;;;;;;31
01001081;6.85;;8.75;6.25;;;;;;;21.85
01001082;5.35;7.25;;;4.5;7.75;;;;;24.85
01001083;7.25;9;;;7.25;;;;;;32
01001084;6.5;9.25;;;5.75;;;;;;28.75
01001085;2.2;8.25;;;3.75;;;;;;22.7
01001086;2.6;8.25;;;;9;9.25;;;;29.1
01001087;6.5;8.75;;;8.75;;;;;;32
01001088;6.25;8.5;;;7.5;;;;;;31.25
01001089;5.5;8.25;;;5.75;;;;;;28.25
01001090;4.1;7;;;4.75;;;;;;23.35
01001091;4.35;8.5;;;;8.5;7.5;;;;28.85
01001092;2.5;6.5;;;;4.85;5.2;;;;19.05
01001093;2.5;7.25;;;;;5.5;;;6.75;22
01001094;7;9.25;;;7.75;;;;;;32.5
01001095;3.6;8;;;4.25;;;;;;24.35
01001096;6.75;9;;;6;;;;;;30.75
01001097;6;9;;;7.25;;;;;;31
01001098;5.5;8;;;4.75;;;;;;26
01001099;3.1;8.75;;;;6.75;8;;;;26.6
01001100;3.5;8.25;;;;7.25;6.25;;;;25.25
01001101;4;9;;;8.25;9;;;;;30.25
01001102;4.85;9;7.5;;;8.25;;;;;29.6
01001103;1.35;7.25;;;;8.75;9.25;;;;26.6
01001105;4.5;8.75;;;6;;;;;;28.25
01001107;3.6;7.25;;;6;;;;;;24.6
01001108;7.75;9.25;;;8.25;;;;;;34.25
01001109;7.25;8.25;;;7.75;;;;;;31
01001110;5;8.5;;;5.5;;;;;;28
01001112;6.5;8.25;;;7.5;;;;;;22.25
01001113;5.5;7.75;;;3.75;;;;;;25
01001114;6.25;7.5;;;8.75;;;;;;31.75
01001115;;5.5;;;;;;;;;5.5
01001116;8;8.5;;;7.25;;;;;;23.75
01001118;5.25;8.25;;;5.25;;;;;;27.25
01001119;6;8.75;;;6.5;;;;;;29.5
01001120;5.5;8;;;5.5;;;;;;28
01001121;6;9.25;;;4.75;;;;;;29
01001122;4;8.75;;;7;;;;;;27.25
01001123;3;;3.25;3.6;;;;;;;9.85
01001124;5.5;8;;;;7.75;;;;;21.25
01001125;8.5;8.5;;;6.75;;;;;;32.25
01001126;7.5;9.25;;;7.5;;;;;;33
01001127;8;9.5;;;8;;;;;;34.25
01001128;3.6;7.5;;;;9.25;;;;;20.35
01001129;6.75;8.25;;;;;8.5;;;;23.5
01001130;4.6;8.5;;;5.25;;;;;;25.85
01001131;5;8.5;;;5;;;;;;26.75
01001132;5.25;8;;;4.75;;;;;;25
01001133;6;4.75;3.85;3.85;;;;;;;18.45
01001134;4.6;8;;;5;;;;;;17.6
01001135;2.1;;3.25;1.85;;;;;;;7.2
01001136;4.5;6.75;4.6;4.75;;;;;;;20.6
01001137;5.75;8;;;6;;;;;;28
01001138;7.5;;;9.5;;;;8.75;;;25.75
01001139;;7.75;;;;;;;;;7.75
01001140;6.5;8.25;;;;;9;;;;23.75
01001141;3.75;7.25;;;;;;;;;11
01001142;5.6;7.75;7.25;;;6.5;;;;;27.1
01001143;4.5;8.25;;;5.75;;;;;;26.25
01001144;4.1;8.5;;;5.5;;;;;;26.35
01001145;5.5;8;;;6.75;;;;;;28
01001146;6.6;8.25;;;5.25;;;;;;28.6
01001147;5.25;6;;;5.5;;;;;;23.75
01001148;5;7.5;;;5.5;;;;;;26.25
01001149;6.1;7.75;;;6.25;;;;;;26.85
01001150;2.1;8;;;;8.75;8.5;;;;27.35
01001151;6.25;7.5;;;6.5;;;;;;28.25
01001152;7.5;9;;;7.75;;;;;;33
01001153;6;8.5;;;5.5;;;;;;29.25
01001154;7.25;9.25;;;6.5;;;;;;32
01001155;5.1;9;;;6.5;;;;;;28.6
01001156;3.75;9;;;5;;;;;;25
01001157;5.25;6.25;;;;4.85;;;;;23.6
01001158;3.85;8.5;;;;9;;;;;29.1
01001159;6;8.25;5.75;;7.25;;;;;;27.25
01001160;4.1;8.25;;;;9.25;9.25;;;;30.85
01001161;4.7;7.75;;;5.25;;;;;;26.7
01001162;5.5;8;;;6.25;;;;;;28
01001163;5.5;7.25;;;7.25;;;;;;28.75
01001164;5.75;9.25;;;7.75;;8.25;;;;31
01001165;4.75;8.5;;;8.25;;;;;;30
01001166;4.75;6.75;;;6.5;;;;;;26.25
01001167;3.6;7.5;;;4;;;;;;21.85
01001168;8.75;8.5;;;8;;;;;;35
01001169;5.6;8.75;;;8.25;;;;;;31.6
01001170;6;8.25;;;5.5;;;;;;28.75
01001171;4.35;8.5;;;6.25;7.1;;;;;26.2
01001172;4.7;7.25;;;5.5;;;;;;25.2
01001173;5.5;8;;;5.25;;;;;;27
01001174;7;8.75;;;;7.75;8.25;;;;31.75
01001175;4.5;8.25;;;;6;7.1;;;;25.85
01001176;6.5;6.5;;;6.75;;;;;;28.75
01001177;3.5;9.25;;;5.25;;;;;;26.25
01001178;5.35;8.5;;;;8.25;7.5;;;;29.6
01001179;5.5;9;;;6.25;;;;;;28.25
01001180;6.25;9;;;5;;;;;;28.25
01001181;5;8.5;;;;6.5;5.7;;;;25.7
01001182;2.45;7.25;;;;4.75;6.25;;;;20.7
01001183;4.25;7.75;;;6.5;;;;;;27.5
01001184;8.25;9.25;;;8;;;;;;33.75
01001185;7.5;9.5;;;6.25;;;;;;31.75
01001186;4.25;8.75;;;5.5;;;;;;27.5
01001187;5.5;8.75;;;;9.5;9.5;;;;33.25
01001188;7.75;9;;;6;;;;;;31.25
01001189;3;8.25;;;;8;9.75;;;;29
01001190;4;7.75;;;;8.25;9.75;;;;29.75
01001191;3.35;5.75;;;;;7.25;;;;25.35
01001192;5;8;;;;;5.85;;;;27.1
01001193;4.75;7.5;;;;8;;;;;29.75
01001194;5.25;8.5;;;;;9;;;;30.75
01001195;6.25;8.75;;;;6.5;6.5;;;;28
01001196;3.75;7.75;;;;6.2;6.85;;;;24.55
01001197;5.25;6.75;;;;5.25;;;;;26
01001198;6.5;8.75;4.1;;6.5;;;;;;25.85
01001199;5.5;8.5;;;;8;6;;;;28
01001200;5.25;9.25;;;;7.25;5.85;;;;27.6
01001201;3.25;9.25;;;;8.5;7.5;;;;28.5
01001202;6.6;9.5;;;;8.25;10;;;;34.35
01001203;4;7;;;;4.5;;;;;24
01001204;5;7;;;4.5;6.85;;;;;23.35
01001205;4;8.5;;;;8.5;7.25;;;;28.25
01001206;4.35;7.25;;;;4.6;4.5;;;;20.7
01001207;2.6;3;;;;4.6;;;;;15.45
01001208;5;7.25;;;;9.25;7.75;;;;29.25
01001209;4.85;8;;;;;;;;;22.1
01001210;4.35;8;;;;;3.35;;;;24.45
01001211;4.6;8.75;;;9.5;8.25;;;;;31.1
01001212;6.5;7.75;;;3.5;6.25;;;;;24
01001213;4.45;8.25;;;;8;7.5;;;;28.2
01001214;5.25;8.5;;;6.25;;;;;;28.75
01001215;7.5;8.75;;;7.75;;;;;;32.25
01001216;6.25;8;;;;7.25;6.75;;;;28.25
01001217;2.75;7;;;6.5;;;;;;25.5
01001218;3.35;8.5;;;4.25;;;;;;24.1
01001219;4.1;8.25;;;;7.75;9.25;;;;29.35
01001220;4;7.75;;;;5.85;6;;;;23.6
01001221;7.1;9;;;7.25;;;;;;32.1
01001222;6.5;8.5;;;5.75;7.75;;;;;28.5
01001223;3.85;8.75;;;;8.5;9.5;;;;30.6
01001224;4.85;8.25;;;6;;;;;;27.7
01001225;5.75;9;;;4.5;;;;;;26.5
01001226;5.6;8.5;;;4.75;;;;;;25.35
01001227;3.5;8.75;;;6.5;;;;;;27.75
01001228;3.5;8.25;;;;6;5.6;;;;23.35
01001229;5;8.5;;;4.25;;;;;;26.25
01001230;4.25;8.25;;;8.25;;;;;;29
01001231;8;8.75;;;6.25;;;;;;30.75
01001232;6.35;8.5;;;;9;7.75;;;;31.6
01001233;5.75;8;;;6.25;;;;;;29
01001234;5.25;8.25;;;;9.5;8.5;;;;31.5
01001235;5.5;8.75;;;4.5;;;;;;27
01001236;4.75;8.25;;;7.25;;;;;;29
01001237;3.25;8;;;;6.5;;;;;26.5
01001238;4.6;7.5;;;;6.5;7.5;;;;26.1
01001239;3.75;7.75;;;4.25;;;;;;22.25
01001240;6.25;7.75;;;6.5;;;;;;28.25
01001241;3.25;7.5;;;;7.5;4.75;;;;23
01001242;3.2;7.75;;;4.75;;;;;;23.7
01001243;4.75;7.75;;;;6.75;;;;;28
01001244;3.25;7;;;2;;;;;;20
01001245;4.75;9.5;;;4.25;;;;;;26.25
01001246;4.6;7.5;;;3;7;;;;;22.1
01001247;5.1;7.5;;;;6.75;6.35;;;;25.7
01001248;3.75;8;;;6;;;;;;24.75
01001249;6.25;9;;;5.75;;;;;;29.75
01001250;6.5;9;;;6.25;;;;;;30.5
01001251;4.5;8.25;;;;9;9;;;;30.75
01001252;8.5;9;;;8;;;;;;35
01001253;8;8.5;;;8.5;;;;;;34
01001254;7.5;8.75;;;8;;;;;;33
01001255;3.85;8.25;;;;5.85;7.75;;;;25.7
01001256;2.8;7.25;;;3.5;;;;;;21.55
01001257;3.1;7;;;;;5;;;;22.85
01001258;4.1;4.5;;;;4.5;5.1;;;;18.2
01001259;3.5;8.5;;;;8.25;5.6;;;;25.85
01001260;6.75;9.25;;;8;;;;;;33.5
01001261;4.1;7.75;;;5.25;;;;;;25.6
01001262;6;8.75;;;4;8.25;;;;;27
01001263;5;8.75;;;7;;;;;;29.75
01001264;5.75;8;;;8.5;;;;;;29.75
01001265;6.5;8.75;;;8.25;4.5;;;;;28
01001266;4.25;8.5;;;;5.75;6.85;;;;25.35
01001267;4.5;7.75;;;;;;;;;21
01001268;5.75;8.75;;;6.5;;;;;;30
01001269;7.5;9.5;;;7.75;;;;;;34.5
01001270;8;9.5;;;7;;;;;;32.75
01001271;8.5;8.75;;;6.25;;;;;;31.75
01001272;8.5;9;9.5;;8.25;;;;;;35.25
01001273;5.75;8.5;;;8;;;;;;30
01001274;6.75;7;;;6.5;6.75;;;;;27
01001275;5.5;8.25;;;4.25;;;;;;27
01001276;7.5;8.5;6.25;;5.75;;;;;;28
01001277;6;8.75;;;7;;;;;;30
01001278;7.5;9;9;;7;;;;;;32.5
01001279;9;9.25;;;7.5;;;;;;34.25
01001280;3.75;9.5;;;6.75;;;;;;28.5
01001281;5.25;7.75;;;;;7.1;;;;28.6
01001282;5.25;8.5;;;7.5;;;;;;29.75
01001283;8;8.25;9.25;;5.25;;;;;;30.75
01001284;5;6.25;;;3;;;;;;23.25
01001285;8;7.75;8.75;;7.75;;;;;;32.25
01001286;9;7.25;8.25;;8.25;;;;;;32.75
01001287;5.25;8.25;8.25;;4.5;;;;;;26.25
01001288;7.25;6.5;8.75;;5.75;;;;;;28.25
01001289;6.25;5.25;7.75;;5.25;;;;;;24.5
01001290;3.85;8;;;6;;;;;;25.85
01001291;8;8.5;8.5;;9.75;;;;;;34.75
01001292;7.25;8.5;8.5;;6;;;;;;30.25
01001293;7.85;8.5;8;;7.75;;;;;;32.1
01001294;7.25;6.5;7.75;;4.75;;;;;;26.25
